tag,cross,female.parent,male.parent,n.female,n.male,n.total,rep
2700,228x790,228,790,54,48,102,Blue
2701,233x45,233,45,43,29,72,White
2702,233x228,233,228,55,62,117,White
2703,233x26,233,26,28,24,52,White
2704,233x810,233,810,30,28,58,White
2705,233x217,233,217,25,32,57,White
2706,233x256,233,256,49,37,86,White
2707,233x233,233,233,43,35,78,White
2708,233x28,233,28,54,47,101,White
2709,233x280,233,280,52,59,111,White
2710,233x513,233,513,51,45,96,White
2711,233x91,233,91,68,61,129,White
2712,233x239,233,239,64,64,128,White
2713,233x370,233,370,34,38,72,White
2714,233x195,233,195,41,32,73,White
2715,233x57,233,57,55,42,97,White
2716,233x138,233,138,48,33,81,White
2717,233x208,233,208,72,62,134,White
2718,233x161,233,161,57,50,107,White
2719,233x386,233,386,44,50,94,White
2720,233x176,233,176,49,36,85,White
2721,233x40,233,40,56,53,109,White
2722,233x365,233,365,43,38,81,White
2723,233x555,233,555,59,46,105,White
2724,233x712,233,712,19,17,36,White
2725,233x805,233,805,41,38,79,White
2726,233x41,233,41,50,65,115,White
2727,233x517,233,517,57,60,117,White
2728,233x227,233,227,62,54,116,White
2729,233x705,233,705,30,29,59,White
2730,233x158,233,158,53,41,94,White
2731,233x908,233,908,62,59,121,White
2732,233x890,233,890,50,50,100,White
2733,233x129,233,129,56,41,97,White
2734,233x820,233,820,38,37,75,White
2735,233x595,233,595,54,49,103,White
2736,233x318,233,318,70,57,127,White
2737,233x313,233,313,63,51,114,White
2738,233x358,233,358,63,62,125,White
2739,233x882,233,882,74,60,134,White
2740,233x375,233,375,17,31,48,White
2741,233x367,233,367,43,32,75,White
2742,233x639,233,639,50,48,98,White
2743,233x399,233,399,62,58,120,White
2744,233x379,233,379,65,71,136,White
2745,233x380,233,380,48,63,111,White
2746,233x398,233,398,70,59,129,White
2747,233x21,233,21,66,53,119,White
2748,233x235,233,235,60,59,119,White
2749,233x461,233,461,54,22,76,White
2750,233x790,233,790,74,43,117,White
2751,233x45,233,45,62,43,105,Red
2752,233x228,233,228,60,63,123,Red
2753,233x26,233,26,38,39,77,Red
2754,233x810,233,810,78,59,137,Red
2755,233x217,233,217,34,31,65,Red
2756,233x256,233,256,58,40,98,Red
2757,233x233,233,233,34,28,62,Red
2758,233x28,233,28,46,49,95,Red
2759,233x280,233,280,54,50,104,Red
2760,233x513,233,513,56,57,113,Red
2761,233x91,233,91,57,56,113,Red
2762,233x239,233,239,52,46,98,Red
2763,233x370,233,370,32,33,65,Red
2764,233x195,233,195,37,31,68,Red
2765,233x57,233,57,89,51,140,Red
2766,233x138,233,138,59,53,112,Red
2767,233x208,233,208,62,79,141,Red
2768,233x161,233,161,80,63,143,Red
2769,233x386,233,386,57,62,119,Red
2770,233x176,233,176,73,51,124,Red
2771,233x40,233,40,45,50,95,Red
2772,233x365,233,365,59,48,107,Red
2773,233x555,233,555,64,64,128,Red
2774,233x712,233,712,66,60,126,Red
2775,233x805,233,805,61,59,120,Red
2776,233x41,233,41,27,28,55,Red
2777,233x517,233,517,63,57,120,Red
2778,233x227,233,227,42,50,92,Red
2779,233x705,233,705,62,56,118,Red
2780,233x158,233,158,57,55,112,Red
2781,233x908,233,908,36,20,56,Red
2782,233x890,233,890,33,42,75,Red
2783,233x129,233,129,49,62,111,Red
2784,233x820,233,820,55,49,104,Red
2785,233x595,233,595,33,26,59,Red
2786,233x318,233,318,39,44,83,Red
2787,233x313,233,313,39,42,81,Red
2788,233x358,233,358,50,32,82,Red
2789,233x882,233,882,31,35,66,Red
2790,233x375,233,375,19,33,52,Red
2791,233x367,233,367,35,26,61,Red
2792,233x639,233,639,33,30,63,Red
2793,233x399,233,399,52,40,92,Red
2794,233x379,233,379,23,28,51,Red
2795,233x380,233,380,34,21,55,Red
2796,233x398,233,398,51,38,89,Red
2797,233x21,233,21,41,39,80,Red
2798,233x235,233,235,41,37,78,Red
2799,233x461,233,461,60,33,93,Red
2800,233x790,233,790,27,22,49,Red
2801,233x45,233,45,67,66,133,Blue
2802,233x228,233,228,72,66,138,Blue
2803,233x26,233,26,51,65,116,Blue
2804,233x810,233,810,57,46,103,Blue
2805,233x217,233,217,70,76,146,Blue
2806,233x256,233,256,47,56,103,Blue
2807,233x233,233,233,66,39,105,Blue
2808,233x28,233,28,72,80,152,Blue
2809,233x280,233,280,63,67,130,Blue
2810,233x513,233,513,38,36,74,Blue
2811,233x91,233,91,55,62,117,Blue
2812,233x239,233,239,67,77,144,Blue
2813,233x370,233,370,85,66,151,Blue
2814,233x195,233,195,83,48,131,Blue
2815,233x57,233,57,74,49,123,Blue
2816,233x138,233,138,65,69,134,Blue
2817,233x208,233,208,58,45,103,Blue
2818,233x161,233,161,81,73,154,Blue
2819,233x386,233,386,45,34,79,Blue
2820,233x176,233,176,71,60,131,Blue
2821,233x40,233,40,20,30,50,Blue
2822,233x365,233,365,63,53,116,Blue
2823,233x555,233,555,31,39,70,Blue
2824,233x712,233,712,49,40,89,Blue
2825,233x805,233,805,74,56,130,Blue
2826,233x41,233,41,58,63,121,Blue
2827,233x517,233,517,57,57,114,Blue
2828,233x227,233,227,35,37,72,Blue
2829,233x705,233,705,57,56,113,Blue
2830,233x158,233,158,73,69,142,Blue
2831,233x908,233,908,72,56,128,Blue
2832,233x890,233,890,56,67,123,Blue
2833,233x129,233,129,47,38,85,Blue
2834,233x820,233,820,53,38,91,Blue
2835,233x595,233,595,41,34,75,Blue
2836,233x318,233,318,42,34,76,Blue
2837,233x313,233,313,66,62,128,Blue
2838,233x358,233,358,59,51,110,Blue
2839,233x882,233,882,26,22,48,Blue
2840,233x375,233,375,29,35,64,Blue
2841,233x367,233,367,52,49,101,Blue
2842,233x639,233,639,18,30,48,Blue
2843,233x399,233,399,81,61,142,Blue
2844,233x379,233,379,40,39,79,Blue
2845,233x380,233,380,48,28,76,Blue
2846,233x398,233,398,54,55,109,Blue
2847,233x21,233,21,66,60,126,Blue
2848,233x235,233,235,73,65,138,Blue
2849,233x461,233,461,63,61,124,Blue
2850,233x790,233,790,52,42,94,Blue
2851,235x45,235,45,54,48,102,White
2852,235x228,235,228,72,61,133,White
2853,235x26,235,26,74,52,126,White
2854,235x810,235,810,54,40,94,White
2855,235x217,235,217,76,53,129,White
2856,235x256,235,256,69,65,134,White
2857,235x233,235,233,59,50,109,White
2858,235x28,235,28,50,58,108,White
2859,235x280,235,280,47,49,96,White
2860,235x513,235,513,67,45,112,White
2861,235x91,235,91,57,81,138,White
2862,235x239,235,239,75,63,138,White
2863,235x370,235,370,64,52,116,White
2864,235x195,235,195,57,57,114,White
2865,235x57,235,57,46,48,94,White
2866,235x138,235,138,58,82,140,White
2867,235x208,235,208,50,42,92,White
2868,235x161,235,161,79,58,137,White
2869,235x386,235,386,54,56,110,White
2870,235x176,235,176,64,46,110,White
2871,235x40,235,40,63,35,98,White
2872,235x365,235,365,56,38,94,White
2873,235x555,235,555,60,55,115,White
2874,235x712,235,712,69,58,127,White
2875,235x805,235,805,47,52,99,White
2876,235x41,235,41,46,51,97,White
2877,235x517,235,517,45,40,85,White
2878,235x227,235,227,55,54,109,White
2879,235x705,235,705,45,50,95,White
2880,235x158,235,158,52,62,114,White
2881,235x908,235,908,71,55,126,White
2882,235x890,235,890,27,20,47,White
2883,235x129,235,129,86,66,152,White
2884,235x820,235,820,23,31,54,White
2885,235x595,235,595,42,48,90,White
2886,235x318,235,318,59,51,110,White
2887,235x313,235,313,69,56,125,White
2888,235x358,235,358,59,75,134,White
2889,235x882,235,882,59,72,131,White
2890,235x375,235,375,55,68,123,White
2891,235x367,235,367,49,63,112,White
2892,235x639,235,639,63,54,117,White
2893,235x399,235,399,63,58,121,White
2894,235x379,235,379,68,58,126,White
2895,235x380,235,380,62,74,136,White
2896,235x398,235,398,75,45,120,White
2897,235x21,235,21,74,74,148,White
2898,235x235,235,235,42,64,106,White
2899,235x461,235,461,83,66,149,White
2900,235x790,235,790,56,35,91,White
2901,235x45,235,45,57,54,111,Red
2902,235x228,235,228,64,55,119,Red
2903,235x26,235,26,22,22,44,Red
2904,235x810,235,810,84,56,140,Red
2905,235x217,235,217,52,62,114,Red
2906,235x256,235,256,42,54,96,Red
2907,235x233,235,233,62,62,124,Red
2908,235x28,235,28,56,37,93,Red
2909,235x280,235,280,64,60,124,Red
2910,235x513,235,513,38,43,81,Red
2911,235x91,235,91,59,51,110,Red
2912,235x239,235,239,70,68,138,Red
2913,235x370,235,370,58,65,123,Red
2914,235x195,235,195,75,81,156,Red
2915,235x57,235,57,49,58,107,Red
2916,235x138,235,138,74,67,141,Red
2917,235x208,235,208,70,70,140,Red
2918,235x161,235,161,57,32,89,Red
2919,235x386,235,386,74,39,113,Red
2920,235x176,235,176,45,56,101,Red
2921,235x40,235,40,45,34,79,Red
2922,235x365,235,365,56,47,103,Red
2923,235x555,235,555,63,73,136,Red
2924,235x712,235,712,59,61,120,Red
2925,235x805,235,805,54,57,111,Red
2926,235x41,235,41,81,53,134,Red
2927,235x517,235,517,59,63,122,Red
2928,235x227,235,227,55,44,99,Red
2929,235x705,235,705,59,62,121,Red
2930,235x158,235,158,48,45,93,Red
2931,235x908,235,908,13,10,23,Red
2932,235x890,235,890,39,23,62,Red
2933,235x129,235,129,82,86,168,Red
2934,235x820,235,820,55,43,98,Red
2935,235x595,235,595,46,47,93,Red
2936,235x318,235,318,71,51,122,Red
2937,235x313,235,313,72,69,141,Red
2938,235x358,235,358,54,47,101,Red
2939,235x882,235,882,84,62,146,Red
2940,235x375,235,375,57,75,132,Red
2941,235x367,235,367,30,28,58,Red
2942,235x639,235,639,48,42,90,Red
2943,235x399,235,399,61,42,103,Red
2944,235x379,235,379,96,104,200,Red
2945,235x380,235,380,84,65,149,Red
2946,235x398,235,398,71,38,109,Red
2947,235x21,235,21,78,92,170,Red
2948,235x235,235,235,54,54,108,Red
2949,235x461,235,461,51,44,95,Red
2950,235x790,235,790,70,83,153,Red
2951,235x45,235,45,59,46,105,Blue
2952,235x228,235,228,33,53,86,Blue
2953,235x26,235,26,77,71,148,Blue
2954,235x810,235,810,66,41,107,Blue
2955,235x217,235,217,79,67,146,Blue
2956,235x256,235,256,67,76,143,Blue
2957,235x233,235,233,80,48,128,Blue
2958,235x28,235,28,32,47,79,Blue
2959,235x280,235,280,60,68,128,Blue
2960,235x513,235,513,56,53,109,Blue
2961,235x91,235,91,31,41,72,Blue
2962,235x239,235,239,64,61,125,Blue
2963,235x370,235,370,72,79,151,Blue
2964,235x195,235,195,69,73,142,Blue
2965,235x57,235,57,46,63,109,Blue
2966,235x138,235,138,79,60,139,Blue
2967,235x208,235,208,75,79,154,Blue
2968,235x161,235,161,62,30,92,Blue
2969,235x386,235,386,48,47,95,Blue
2970,235x176,235,176,63,59,122,Blue
2971,235x40,235,40,14,18,32,Blue
2972,235x365,235,365,40,54,94,Blue
2973,235x555,235,555,67,56,123,Blue
2974,235x712,235,712,83,75,158,Blue
2975,235x805,235,805,65,74,139,Blue
2976,235x41,235,41,46,63,109,Blue
2977,235x517,235,517,54,64,118,Blue
2978,235x227,235,227,64,56,120,Blue
2979,235x705,235,705,45,57,102,Blue
2980,235x158,235,158,54,44,98,Blue
2981,235x908,235,908,38,34,72,Blue
2982,235x890,235,890,63,59,122,Blue
2983,235x129,235,129,69,70,139,Blue
2984,235x820,235,820,27,45,72,Blue
2985,235x595,235,595,44,29,73,Blue
2986,235x318,235,318,42,38,80,Blue
2987,235x313,235,313,59,55,114,Blue
2988,235x358,235,358,46,41,87,Blue
2989,235x882,235,882,47,61,108,Blue
2990,235x375,235,375,59,58,117,Blue
2991,235x367,235,367,48,31,79,Blue
2992,235x639,235,639,49,52,101,Blue
2993,235x399,235,399,53,44,97,Blue
2994,235x379,235,379,68,71,139,Blue
2995,235x380,235,380,64,67,131,Blue
2996,235x398,235,398,41,36,77,Blue
2997,235x21,235,21,41,54,95,Blue
2998,235x235,235,235,47,63,110,Blue
2999,235x461,235,461,53,36,89,Blue
3000,235x790,235,790,70,81,151,Blue
3001,239x45,239,45,90,69,159,White
3002,239x228,239,228,64,74,138,White
3003,239x26,239,26,55,66,121,White
3004,239x810,239,810,91,83,174,White
3005,239x217,239,217,78,65,143,White
3006,239x256,239,256,32,31,63,White
3007,239x233,239,233,71,57,128,White
3008,239x28,239,28,82,85,167,White
3009,239x280,239,280,38,41,79,White
3010,239x513,239,513,92,103,195,White
3011,239x91,239,91,66,61,127,White
3012,239x239,239,239,48,55,103,White
3013,239x370,239,370,82,85,167,White
3014,239x195,239,195,73,80,153,White
3015,239x57,239,57,63,86,149,White
3016,239x138,239,138,49,61,110,White
3017,239x208,239,208,86,74,160,White
3018,239x161,239,161,93,72,165,White
3019,239x386,239,386,61,41,102,White
3020,239x176,239,176,93,88,181,White
3021,239x40,239,40,74,49,123,White
3022,239x365,239,365,73,62,135,White
3023,239x555,239,555,39,41,80,White
3024,239x712,239,712,91,94,185,White
3025,239x805,239,805,74,72,146,White
3026,239x41,239,41,99,89,188,White
3027,239x517,239,517,82,79,161,White
3028,239x227,239,227,38,34,72,White
3029,239x705,239,705,81,66,147,White
3030,239x158,239,158,71,83,154,White
3031,239x908,239,908,71,53,124,White
3032,239x890,239,890,59,66,125,White
3033,239x129,239,129,96,80,176,White
3034,239x820,239,820,120,83,203,White
3035,239x595,239,595,53,39,92,White
3036,239x318,239,318,73,56,129,White
3037,239x313,239,313,66,57,123,White
3038,239x358,239,358,78,48,126,White
3039,239x882,239,882,66,57,123,White
3040,239x375,239,375,77,87,164,White
3041,239x367,239,367,69,59,128,White
3042,239x639,239,639,96,86,182,White
3043,239x399,239,399,75,103,178,White
3044,239x379,239,379,86,78,164,White
3045,239x380,239,380,79,84,163,White
3046,239x398,239,398,86,87,173,White
3047,239x21,239,21,27,34,61,White
3048,239x235,239,235,81,71,152,White
3049,239x461,239,461,69,40,109,White
3050,239x790,239,790,69,70,139,White
3051,239x45,239,45,81,100,181,Red
3052,239x228,239,228,76,66,142,Red
3053,239x26,239,26,96,71,167,Red
3054,239x810,239,810,39,45,84,Red
3055,239x217,239,217,87,69,156,Red
3056,239x256,239,256,72,78,150,Red
3057,239x233,239,233,49,106,155,Red
3058,239x28,239,28,71,85,156,Red
3059,239x280,239,280,55,68,123,Red
3060,239x513,239,513,48,62,110,Red
3061,239x91,239,91,57,64,121,Red
3062,239x239,239,239,67,59,126,Red
3063,239x370,239,370,83,82,165,Red
3064,239x195,239,195,50,39,89,Red
3065,239x57,239,57,67,53,120,Red
3066,239x138,239,138,72,77,149,Red
3067,239x208,239,208,42,46,88,Red
3068,239x161,239,161,97,79,176,Red
3069,239x386,239,386,29,46,75,Red
3070,239x176,239,176,55,63,118,Red
3071,239x40,239,40,85,104,189,Red
3072,239x365,239,365,100,81,181,Red
3073,239x555,239,555,94,91,185,Red
3074,239x712,239,712,107,104,211,Red
3075,239x805,239,805,62,92,154,Red
3076,239x41,239,41,80,83,163,Red
3077,239x517,239,517,49,66,115,Red
3078,239x227,239,227,79,85,164,Red
3079,239x705,239,705,85,71,156,Red
3080,239x158,239,158,71,70,141,Red
3081,239x908,239,908,89,87,176,Red
3082,239x890,239,890,94,109,203,Red
3083,239x129,239,129,37,28,65,Red
3084,239x820,239,820,102,88,190,Red
3085,239x595,239,595,57,66,123,Red
3086,239x318,239,318,102,93,195,Red
3087,239x313,239,313,60,64,124,Red
3088,239x358,239,358,63,61,124,Red
3089,239x882,239,882,38,33,71,Red
3090,239x375,239,375,81,74,155,Red
3091,239x367,239,367,45,67,112,Red
3092,239x639,239,639,92,99,191,Red
3093,239x399,239,399,82,97,179,Red
3094,239x379,239,379,90,84,174,Red
3095,239x380,239,380,95,107,202,Red
3096,239x398,239,398,104,83,187,Red
3097,239x21,239,21,112,84,196,Red
3098,239x235,239,235,80,72,152,Red
3099,239x461,239,461,74,86,160,Red
3100,239x790,239,790,75,81,156,Red
3101,239x45,239,45,70,66,136,Blue
3102,239x228,239,228,66,43,109,Blue
3103,239x26,239,26,76,72,148,Blue
3104,239x810,239,810,85,74,159,Blue
3105,239x217,239,217,66,63,129,Blue
3106,239x256,239,256,65,59,124,Blue
3107,239x233,239,233,49,43,92,Blue
3108,239x28,239,28,66,52,118,Blue
3109,239x280,239,280,52,45,97,Blue
3110,239x513,239,513,48,43,91,Blue
3111,239x91,239,91,55,82,137,Blue
3112,239x239,239,239,81,64,145,Blue
3113,239x370,239,370,49,70,119,Blue
3114,239x195,239,195,81,85,166,Blue
3115,239x57,239,57,77,70,147,Blue
3116,239x138,239,138,67,41,108,Blue
3117,239x208,239,208,70,69,139,Blue
3118,239x161,239,161,73,84,157,Blue
3119,239x386,239,386,52,45,97,Blue
3120,239x176,239,176,32,44,76,Blue
3121,239x40,239,40,50,63,113,Blue
3122,239x365,239,365,87,78,165,Blue
3123,239x555,239,555,64,75,139,Blue
3124,239x712,239,712,65,77,142,Blue
3125,239x805,239,805,70,70,140,Blue
3126,239x41,239,41,57,65,122,Blue
3127,239x517,239,517,58,48,106,Blue
3128,239x227,239,227,62,53,115,Blue
3129,239x705,239,705,31,34,65,Blue
3130,239x158,239,158,56,50,106,Blue
3131,239x908,239,908,58,44,102,Blue
3132,239x890,239,890,39,34,73,Blue
3133,239x129,239,129,61,63,124,Blue
3134,239x820,239,820,71,64,135,Blue
3135,239x595,239,595,63,58,121,Blue
3136,239x318,239,318,76,59,135,Blue
3137,239x313,239,313,69,69,138,Blue
3138,239x358,239,358,51,48,99,Blue
3139,239x882,239,882,68,65,133,Blue
3140,239x375,239,375,46,41,87,Blue
3141,239x367,239,367,44,37,81,Blue
3142,239x639,239,639,38,54,92,Blue
3143,239x399,239,399,42,54,96,Blue
3144,239x379,239,379,42,52,94,Blue
3145,239x380,239,380,54,47,101,Blue
3146,239x398,239,398,79,66,145,Blue
3147,239x21,239,21,75,60,135,Blue
3148,239x235,239,235,57,53,110,Blue
3149,239x461,239,461,32,29,61,Blue
3150,239x790,239,790,78,72,150,Blue
3151,256x45,256,45,75,70,145,White
3152,256x228,256,228,64,55,119,White
3153,256x26,256,26,35,44,79,White
3154,256x810,256,810,68,71,139,White
3155,256x217,256,217,59,64,123,White
3156,256x256,256,256,47,49,96,White
3157,256x233,256,233,75,56,131,White
3158,256x28,256,28,30,22,52,White
3159,256x280,256,280,64,62,126,White
3160,256x513,256,513,52,49,101,White
3161,256x91,256,91,36,43,79,White
3162,256x239,256,239,73,69,142,White
3163,256x370,256,370,82,58,140,White
3164,256x195,256,195,84,73,157,White
3165,256x57,256,57,70,68,138,White
3166,256x138,256,138,79,64,143,White
3167,256x208,256,208,59,70,129,White
3168,256x161,256,161,77,63,140,White
3169,256x386,256,386,80,86,166,White
3170,256x176,256,176,53,63,116,White
3171,256x40,256,40,48,52,100,White
3172,256x365,256,365,54,70,124,White
3173,256x555,256,555,63,44,107,White
3174,256x712,256,712,76,91,167,White
3175,256x805,256,805,56,41,97,White
3176,256x41,256,41,47,75,122,White
3177,256x517,256,517,61,56,117,White
3178,256x227,256,227,35,47,82,White
3179,256x705,256,705,58,70,128,White
3180,256x158,256,158,54,51,105,White
3181,256x908,256,908,66,67,133,White
3182,256x890,256,890,62,57,119,White
3183,256x129,256,129,35,38,73,White
3184,256x820,256,820,59,72,131,White
3185,256x595,256,595,52,48,100,White
3186,256x318,256,318,76,69,145,White
3187,256x313,256,313,52,69,121,White
3188,256x358,256,358,40,49,89,White
3189,256x882,256,882,40,49,89,White
3190,256x375,256,375,58,68,126,White
3191,256x367,256,367,48,57,105,White
3192,256x639,256,639,56,58,114,White
3193,256x399,256,399,62,65,127,White
3194,256x379,256,379,58,49,107,White
3195,256x380,256,380,57,60,117,White
3196,256x398,256,398,77,71,148,White
3197,256x21,256,21,59,56,115,White
3198,256x235,256,235,66,75,141,White
3199,256x461,256,461,34,45,79,White
3200,256x790,256,790,85,79,164,White
3201,256x45,256,45,54,68,122,Red
3202,256x228,256,228,79,90,169,Red
3203,256x26,256,26,66,56,122,Red
3204,256x810,256,810,67,75,142,Red
3205,256x217,256,217,47,57,104,Red
3206,256x256,256,256,47,44,91,Red
3207,256x233,256,233,33,36,69,Red
3208,256x28,256,28,67,68,135,Red
3209,256x280,256,280,33,71,104,Red
3210,256x513,256,513,63,84,147,Red
3211,256x91,256,91,79,71,150,Red
3212,256x239,256,239,58,48,106,Red
3213,256x370,256,370,83,67,150,Red
3214,256x195,256,195,68,65,133,Red
3215,256x57,256,57,86,74,160,Red
3216,256x138,256,138,49,61,110,Red
3217,256x208,256,208,63,82,145,Red
3218,256x161,256,161,51,42,93,Red
3219,256x386,256,386,74,62,136,Red
3220,256x176,256,176,68,49,117,Red
3221,256x40,256,40,39,24,63,Red
3222,256x365,256,365,79,95,174,Red
3223,256x555,256,555,76,81,157,Red
3224,256x712,256,712,63,52,115,Red
3225,256x805,256,805,53,57,110,Red
3226,256x41,256,41,55,64,119,Red
3227,256x517,256,517,34,52,86,Red
3228,256x227,256,227,63,40,103,Red
3229,256x705,256,705,81,85,166,Red
3230,256x158,256,158,37,42,79,Red
3231,256x908,256,908,68,90,158,Red
3232,256x890,256,890,38,43,81,Red
3233,256x129,256,129,44,52,96,Red
3234,256x820,256,820,81,63,144,Red
3235,256x595,256,595,39,63,102,Red
3236,256x318,256,318,74,60,134,Red
3237,256x313,256,313,67,66,133,Red
3238,256x358,256,358,84,83,167,Red
3239,256x882,256,882,56,60,116,Red
3240,256x375,256,375,41,51,92,Red
3241,256x367,256,367,38,49,87,Red
3242,256x639,256,639,54,72,126,Red
3243,256x399,256,399,46,43,89,Red
3244,256x379,256,379,72,72,144,Red
3245,256x380,256,380,68,70,138,Red
3246,256x398,256,398,60,77,137,Red
3247,256x21,256,21,66,47,113,Red
3248,256x235,256,235,33,37,70,Red
3249,256x461,256,461,44,83,127,Red
3250,256x790,256,790,48,45,93,Red
3251,256x45,256,45,23,58,81,Blue
3252,256x228,256,228,42,42,84,Blue
3253,256x26,256,26,51,46,97,Blue
3254,256x810,256,810,42,52,94,Blue
3255,256x217,256,217,59,67,126,Blue
3256,256x256,256,256,38,49,87,Blue
3257,256x233,256,233,50,44,94,Blue
3258,256x28,256,28,52,46,98,Blue
3259,256x280,256,280,74,53,127,Blue
3260,256x513,256,513,86,65,151,Blue
3261,256x91,256,91,22,28,50,Blue
3262,256x239,256,239,54,52,106,Blue
3263,256x370,256,370,46,33,79,Blue
3264,256x195,256,195,52,53,105,Blue
3265,256x57,256,57,40,54,94,Blue
3266,256x138,256,138,52,68,120,Blue
3267,256x208,256,208,45,41,86,Blue
3268,256x161,256,161,65,59,124,Blue
3269,256x386,256,386,38,44,82,Blue
3270,256x176,256,176,19,21,40,Blue
3271,256x40,256,40,63,58,121,Blue
3272,256x365,256,365,36,56,92,Blue
3273,256x555,256,555,48,59,107,Blue
3274,256x712,256,712,54,54,108,Blue
3275,256x805,256,805,62,59,121,Blue
