tag,cross,female.parent,male.parent,n.female,n.male,n.total,rep
4095,367x380,367,380,49,64,113,White
4096,367x398,367,398,59,42,101,White
4097,367x21,367,21,39,38,77,White
4098,367x235,367,235,15,25,40,White
4099,367x461,367,461,37,30,67,White
4100,367x790,367,790,29,28,57,White
4101,367x45,367,45,23,18,41,Red
4102,367x228,367,228,74,67,141,Red
4103,367x26,367,26,52,52,104,Red
4104,367x810,367,810,53,73,126,Red
4105,367x217,367,217,49,35,84,Red
4106,367x256,367,256,26,37,63,Red
4107,367x233,367,233,19,22,41,Red
4108,367x28,367,28,68,60,128,Red
4109,367x280,367,280,59,76,135,Red
4110,367x513,367,513,44,41,85,Red
4111,367x91,367,91,78,75,153,Red
4112,367x239,367,239,67,67,134,Red
4113,367x370,367,370,46,56,102,Red
4114,367x195,367,195,81,69,150,Red
4115,367x57,367,57,96,78,174,Red
4116,367x138,367,138,43,54,97,Red
4117,367x208,367,208,49,63,112,Red
4118,367x161,367,161,32,52,84,Red
4119,367x386,367,386,41,41,82,Red
4120,367x176,367,176,28,40,68,Red
4121,367x40,367,40,37,48,85,Red
4122,367x365,367,365,73,51,124,Red
4123,367x555,367,555,79,72,151,Red
4124,367x712,367,712,52,54,106,Red
4125,367x805,367,805,66,66,132,Red
4126,367x41,367,41,69,58,127,Red
4127,367x517,367,517,27,26,53,Red
4128,367x227,367,227,35,27,62,Red
4129,367x705,367,705,43,39,82,Red
4130,367x158,367,158,39,58,97,Red
4131,367x908,367,908,46,29,75,Red
4132,367x890,367,890,65,60,125,Red
4133,367x129,367,129,44,65,109,Red
4134,367x820,367,820,30,41,71,Red
4135,367x595,367,595,34,37,71,Red
4136,367x318,367,318,41,39,80,Red
4137,367x313,367,313,31,36,67,Red
4138,367x358,367,358,13,25,38,Red
4139,367x882,367,882,26,29,55,Red
4140,367x375,367,375,39,48,87,Red
4141,367x367,367,367,13,13,26,Red
4142,367x639,367,639,33,32,65,Red
4143,367x399,367,399,24,34,58,Red
4144,367x379,367,379,44,41,85,Red
4145,367x380,367,380,38,30,68,Red
4146,367x398,367,398,35,37,72,Red
4147,367x21,367,21,25,28,53,Red
4148,367x235,367,235,35,33,68,Red
4149,367x461,367,461,13,27,40,Red
4150,367x790,367,790,29,22,51,Red
4151,367x45,367,45,30,32,62,Blue
4152,367x228,367,228,41,35,76,Blue
4153,367x26,367,26,24,23,47,Blue
4154,367x810,367,810,41,39,80,Blue
4155,367x217,367,217,57,44,101,Blue
4156,367x256,367,256,43,30,73,Blue
4157,367x233,367,233,65,60,125,Blue
4158,367x28,367,28,70,63,133,Blue
4159,367x280,367,280,48,38,86,Blue
4160,367x513,367,513,34,49,83,Blue
4161,367x91,367,91,68,57,125,Blue
4162,367x239,367,239,35,47,82,Blue
4163,367x370,367,370,34,51,85,Blue
4164,367x195,367,195,49,53,102,Blue
4165,367x57,367,57,32,62,94,Blue
4166,367x138,367,138,54,55,109,Blue
4167,367x208,367,208,43,39,82,Blue
4168,367x161,367,161,33,31,64,Blue
4169,367x386,367,386,35,40,75,Blue
4170,367x176,367,176,36,27,63,Blue
4171,367x40,367,40,32,26,58,Blue
4172,367x365,367,365,31,30,61,Blue
4173,367x555,367,555,27,43,70,Blue
4174,367x712,367,712,48,49,97,Blue
4175,367x805,367,805,37,42,79,Blue
4176,367x41,367,41,42,42,84,Blue
4177,367x517,367,517,46,57,103,Blue
4178,367x227,367,227,32,22,54,Blue
4179,367x705,367,705,42,43,85,Blue
4180,367x158,367,158,29,26,55,Blue
4181,367x908,367,908,29,49,78,Blue
4182,367x890,367,890,33,26,59,Blue
4183,367x129,367,129,49,43,92,Blue
4184,367x820,367,820,24,33,57,Blue
4185,367x595,367,595,50,45,95,Blue
4186,367x318,367,318,48,32,80,Blue
4187,367x313,367,313,61,52,113,Blue
4188,367x358,367,358,39,37,76,Blue
4189,367x882,367,882,36,37,73,Blue
4190,367x375,367,375,15,13,28,Blue
4191,367x367,367,367,12,18,30,Blue
4192,367x639,367,639,60,47,107,Blue
4193,367x399,367,399,71,68,139,Blue
4194,367x379,367,379,46,44,90,Blue
4195,367x380,367,380,33,33,66,Blue
4196,367x398,367,398,13,35,48,Blue
4197,367x21,367,21,29,23,52,Blue
4198,367x235,367,235,17,20,37,Blue
4199,367x461,367,461,25,33,58,Blue
4200,367x790,367,790,32,28,60,Blue
4201,370x45,370,45,73,84,157,White
4202,370x228,370,228,60,70,130,White
4203,370x26,370,26,78,89,167,White
4204,370x810,370,810,57,51,108,White
4205,370x217,370,217,49,61,110,White
4206,370x256,370,256,53,43,96,White
4207,370x233,370,233,42,21,63,White
4208,370x28,370,28,76,79,155,White
4209,370x280,370,280,66,50,116,White
4210,370x513,370,513,61,58,119,White
4211,370x91,370,91,44,59,103,White
4212,370x239,370,239,46,44,90,White
4213,370x370,370,370,53,41,94,White
4214,370x195,370,195,54,63,117,White
4215,370x57,370,57,43,39,82,White
4216,370x138,370,138,51,48,99,White
4217,370x208,370,208,58,52,110,White
4218,370x161,370,161,50,39,89,White
4219,370x386,370,386,55,50,105,White
4220,370x176,370,176,64,60,124,White
4221,370x40,370,40,79,83,162,White
4222,370x365,370,365,39,43,82,White
4223,370x555,370,555,45,45,90,White
4224,370x712,370,712,40,50,90,White
4225,370x805,370,805,54,57,111,White
4226,370x41,370,41,91,72,163,White
4227,370x517,370,517,33,41,74,White
4228,370x227,370,227,79,75,154,White
4229,370x705,370,705,63,55,118,White
4230,370x158,370,158,40,61,101,White
4231,370x908,370,908,48,49,97,White
4232,370x890,370,890,49,40,89,White
4233,370x129,370,129,68,62,130,White
4234,370x820,370,820,53,79,132,White
4235,370x595,370,595,64,60,124,White
4236,370x318,370,318,83,78,161,White
4237,370x313,370,313,48,48,96,White
4238,370x358,370,358,50,32,82,White
4239,370x882,370,882,54,70,124,White
4240,370x375,370,375,44,48,92,White
4241,370x367,370,367,40,35,75,White
4242,370x639,370,639,55,58,113,White
4243,370x399,370,399,35,30,65,White
4244,370x379,370,379,59,67,126,White
4245,370x380,370,380,43,53,96,White
4246,370x398,370,398,45,50,95,White
4247,370x21,370,21,33,22,55,White
4248,370x235,370,235,69,73,142,White
4249,370x461,370,461,60,51,111,White
4250,370x790,370,790,72,45,117,White
4251,370x45,370,45,30,34,64,Red
4252,370x228,370,228,35,45,80,Red
4253,370x26,370,26,51,51,102,Red
4254,370x810,370,810,39,55,94,Red
4255,370x217,370,217,58,48,106,Red
4256,370x256,370,256,77,63,140,Red
4257,370x233,370,233,29,23,52,Red
4258,370x28,370,28,46,38,84,Red
4259,370x280,370,280,70,87,157,Red
4260,370x513,370,513,53,50,103,Red
4261,370x91,370,91,62,67,129,Red
4262,370x239,370,239,71,86,157,Red
4263,370x370,370,370,28,31,59,Red
4264,370x195,370,195,54,64,118,Red
4265,370x57,370,57,56,55,111,Red
4266,370x138,370,138,52,56,108,Red
4267,370x208,370,208,71,80,151,Red
4268,370x161,370,161,30,30,60,Red
4269,370x386,370,386,60,49,109,Red
4270,370x176,370,176,56,53,109,Red
4271,370x40,370,40,77,70,147,Red
4272,370x365,370,365,81,61,142,Red
4273,370x555,370,555,55,50,105,Red
4274,370x712,370,712,38,33,71,Red
4275,370x805,370,805,80,73,153,Red
4276,370x41,370,41,61,47,108,Red
4277,370x517,370,517,46,51,97,Red
4278,370x227,370,227,61,55,116,Red
4279,370x705,370,705,59,64,123,Red
4280,370x158,370,158,40,38,78,Red
4281,370x908,370,908,64,41,105,Red
4282,370x890,370,890,83,76,159,Red
4283,370x129,370,129,25,28,53,Red
4284,370x820,370,820,80,71,151,Red
4285,370x595,370,595,54,49,103,Red
4286,370x318,370,318,76,60,136,Red
4287,370x313,370,313,71,62,133,Red
4288,370x358,370,358,11,18,29,Red
4289,370x882,370,882,33,39,72,Red
4290,370x375,370,375,42,43,85,Red
4291,370x367,370,367,59,45,104,Red
4292,370x639,370,639,77,74,151,Red
4293,370x399,370,399,18,24,42,Red
4294,370x379,370,379,63,68,131,Red
4295,370x380,370,380,76,65,141,Red
4296,370x398,370,398,22,25,47,Red
4297,370x21,370,21,71,69,140,Red
4298,370x235,370,235,65,55,120,Red
4299,370x461,370,461,82,72,154,Red
4300,370x790,370,790,56,58,114,Red
4301,370x45,370,45,37,32,69,Blue
4302,370x228,370,228,53,39,92,Blue
4303,370x26,370,26,61,66,127,Blue
4304,370x810,370,810,73,53,126,Blue
4305,370x217,370,217,38,41,79,Blue
4306,370x256,370,256,45,45,90,Blue
4307,370x233,370,233,44,48,92,Blue
4308,370x28,370,28,63,46,109,Blue
4309,370x280,370,280,75,61,136,Blue
4310,370x513,370,513,29,27,56,Blue
4311,370x91,370,91,41,39,80,Blue
4312,370x239,370,239,69,64,133,Blue
4313,370x370,370,370,59,60,119,Blue
4314,370x195,370,195,61,65,126,Blue
4315,370x57,370,57,48,59,107,Blue
4316,370x138,370,138,62,67,129,Blue
4317,370x208,370,208,81,73,154,Blue
4318,370x161,370,161,43,40,83,Blue
4319,370x386,370,386,45,27,72,Blue
4320,370x176,370,176,46,53,99,Blue
4321,370x40,370,40,61,65,126,Blue
4322,370x365,370,365,58,35,93,Blue
4323,370x555,370,555,56,64,120,Blue
4324,370x712,370,712,57,65,122,Blue
4325,370x805,370,805,62,67,129,Blue
4326,370x41,370,41,66,73,139,Blue
4327,370x517,370,517,68,62,130,Blue
4328,370x227,370,227,69,49,118,Blue
4329,370x705,370,705,81,70,151,Blue
4330,370x158,370,158,65,69,134,Blue
4331,370x908,370,908,37,44,81,Blue
4332,370x890,370,890,55,51,106,Blue
4333,370x129,370,129,34,32,66,Blue
4334,370x820,370,820,40,45,85,Blue
4335,370x595,370,595,59,58,117,Blue
4336,370x318,370,318,69,65,134,Blue
4337,370x313,370,313,81,66,147,Blue
4338,370x358,370,358,17,17,34,Blue
4339,370x882,370,882,59,67,126,Blue
4340,370x375,370,375,47,34,81,Blue
4341,370x367,370,367,55,56,111,Blue
4342,370x639,370,639,57,49,106,Blue
4343,370x399,370,399,65,64,129,Blue
4344,370x379,370,379,69,69,138,Blue
4345,370x380,370,380,44,30,74,Blue
4346,370x398,370,398,87,56,143,Blue
4347,370x21,370,21,42,43,85,Blue
4348,370x235,370,235,64,56,120,Blue
4349,370x461,370,461,39,41,80,Blue
4350,370x790,370,790,57,40,97,Blue
4351,375x45,375,45,42,56,98,White
4352,375x228,375,228,50,48,98,White
4353,375x26,375,26,55,57,112,White
4354,375x810,375,810,46,37,83,White
4355,375x217,375,217,58,63,121,White
4356,375x256,375,256,28,39,67,White
4357,375x233,375,233,49,39,88,White
4358,375x28,375,28,47,49,96,White
4359,375x280,375,280,55,70,125,White
4360,375x513,375,513,42,40,82,White
4361,375x91,375,91,47,45,92,White
4362,375x239,375,239,54,50,104,White
4363,375x370,375,370,58,66,124,White
4364,375x195,375,195,53,59,112,White
4365,375x57,375,57,34,36,70,White
4366,375x138,375,138,75,55,130,White
4367,375x208,375,208,58,69,127,White
4368,375x161,375,161,37,47,84,White
4369,375x386,375,386,55,62,117,White
4370,375x176,375,176,73,63,136,White
4371,375x40,375,40,40,54,94,White
4372,375x365,375,365,48,49,97,White
4373,375x555,375,555,54,62,116,White
4374,375x712,375,712,73,70,143,White
4375,375x805,375,805,34,36,70,White
4376,375x41,375,41,71,70,141,White
4377,375x517,375,517,54,78,132,White
4378,375x227,375,227,35,45,80,White
4379,375x705,375,705,68,62,130,White
4380,375x158,375,158,61,63,124,White
4381,375x908,375,908,59,42,101,White
4382,375x890,375,890,45,32,77,White
4383,375x129,375,129,51,44,95,White
4384,375x820,375,820,65,54,119,White
4385,375x595,375,595,58,45,103,White
4386,375x318,375,318,64,53,117,White
4387,375x313,375,313,37,64,101,White
4388,375x358,375,358,49,58,107,White
4389,375x882,375,882,47,41,88,White
4390,375x375,375,375,54,62,116,White
4391,375x367,375,367,44,41,85,White
4392,375x639,375,639,56,56,112,White
4393,375x399,375,399,49,57,106,White
4394,375x379,375,379,75,68,143,White
4395,375x380,375,380,73,66,139,White
4396,375x398,375,398,58,86,144,White
4397,375x21,375,21,46,39,85,White
4398,375x235,375,235,51,49,100,White
4399,375x461,375,461,63,54,117,White
4400,375x790,375,790,50,42,92,White
4401,375x45,375,45,52,38,90,Red
4402,375x228,375,228,31,30,61,Red
4403,375x26,375,26,47,42,89,Red
4404,375x810,375,810,41,34,75,Red
4405,375x217,375,217,80,61,141,Red
4406,375x256,375,256,30,40,70,Red
4407,375x233,375,233,51,68,119,Red
4408,375x28,375,28,53,55,108,Red
4409,375x280,375,280,51,51,102,Red
4410,375x513,375,513,51,40,91,Red
4411,375x91,375,91,56,66,122,Red
4412,375x239,375,239,49,49,98,Red
4413,375x370,375,370,43,41,84,Red
4414,375x195,375,195,60,79,139,Red
4415,375x57,375,57,46,54,100,Red
4416,375x138,375,138,65,89,154,Red
4417,375x208,375,208,80,82,162,Red
4418,375x161,375,161,69,54,123,Red
4419,375x386,375,386,64,64,128,Red
4420,375x176,375,176,46,38,84,Red
4421,375x40,375,40,34,42,76,Red
4422,375x365,375,365,66,69,135,Red
4423,375x555,375,555,66,50,116,Red
4424,375x712,375,712,41,39,80,Red
4425,375x805,375,805,56,69,125,Red
4426,375x41,375,41,41,39,80,Red
4427,375x517,375,517,49,50,99,Red
4428,375x227,375,227,37,26,63,Red
4429,375x705,375,705,66,53,119,Red
4430,375x158,375,158,46,41,87,Red
4431,375x908,375,908,45,44,89,Red
4432,375x890,375,890,46,37,83,Red
4433,375x129,375,129,48,52,100,Red
4434,375x820,375,820,41,42,83,Red
4435,375x595,375,595,43,42,85,Red
4436,375x318,375,318,58,53,111,Red
4437,375x313,375,313,53,37,90,Red
4438,375x358,375,358,46,70,116,Red
4439,375x882,375,882,55,40,95,Red
4440,375x375,375,375,42,58,100,Red
4441,375x367,375,367,42,39,81,Red
4442,375x639,375,639,53,50,103,Red
4443,375x399,375,399,36,40,76,Red
4444,375x379,375,379,92,77,169,Red
4445,375x380,375,380,46,49,95,Red
4446,375x398,375,398,43,42,85,Red
4447,375x21,375,21,32,34,66,Red
4448,375x235,375,235,58,72,130,Red
4449,375x461,375,461,78,81,159,Red
4450,375x790,375,790,43,40,83,Red
4451,375x45,375,45,52,47,99,Blue
4452,375x228,375,228,59,49,108,Blue
4453,375x26,375,26,67,45,112,Blue
4454,375x810,375,810,22,22,44,Blue
4455,375x217,375,217,38,31,69,Blue
4456,375x256,375,256,49,80,129,Blue
4457,375x233,375,233,30,39,69,Blue
4458,375x28,375,28,45,40,85,Blue
4459,375x280,375,280,58,54,112,Blue
4460,375x513,375,513,68,42,110,Blue
4461,375x91,375,91,59,64,123,Blue
4462,375x239,375,239,33,29,62,Blue
4463,375x370,375,370,49,31,80,Blue
4464,375x195,375,195,49,57,106,Blue
4465,375x57,375,57,68,61,129,Blue
4466,375x138,375,138,55,39,94,Blue
4467,375x208,375,208,45,44,89,Blue
4468,375x161,375,161,54,31,85,Blue
4469,375x386,375,386,40,34,74,Blue
4470,375x176,375,176,65,64,129,Blue
4471,375x40,375,40,67,47,114,Blue
4472,375x365,375,365,53,50,103,Blue
4473,375x555,375,555,70,56,126,Blue
4474,375x712,375,712,72,62,134,Blue
4475,375x805,375,805,48,48,96,Blue
4476,375x41,375,41,41,54,95,Blue
4477,375x517,375,517,61,72,133,Blue
4478,375x227,375,227,56,44,100,Blue
4479,375x705,375,705,59,55,114,Blue
4480,375x158,375,158,61,57,118,Blue
4481,375x908,375,908,29,33,62,Blue
4482,375x890,375,890,56,46,102,Blue
4483,375x129,375,129,66,35,101,Blue
4484,375x820,375,820,56,59,115,Blue
4485,375x595,375,595,44,48,92,Blue
4486,375x318,375,318,34,26,60,Blue
4487,375x313,375,313,53,55,108,Blue
4488,375x358,375,358,61,63,124,Blue
4489,375x882,375,882,58,65,123,Blue
4490,375x375,375,375,54,45,99,Blue
4491,375x367,375,367,26,32,58,Blue
4492,375x639,375,639,66,74,140,Blue
4493,375x399,375,399,50,55,105,Blue
4494,375x379,375,379,62,65,127,Blue
4495,375x380,375,380,66,84,150,Blue
4496,375x398,375,398,56,63,119,Blue
4497,375x21,375,21,12,37,49,Blue
4498,375x235,375,235,43,56,99,Blue
4499,375x461,375,461,72,74,146,Blue
4500,375x790,375,790,71,82,153,Blue
4501,379x45,379,45,60,66,126,White
4502,379x228,379,228,72,49,121,White
4503,379x26,379,26,78,80,158,White
4504,379x810,379,810,52,76,128,White
4505,379x217,379,217,69,82,151,White
4506,379x256,379,256,38,29,67,White
4507,379x233,379,233,38,39,77,White
4508,379x28,379,28,63,64,127,White
4509,379x280,379,280,45,69,114,White
4510,379x513,379,513,79,69,148,White
4511,379x91,379,91,68,61,129,White
4512,379x239,379,239,79,84,163,White
4513,379x370,379,370,62,60,122,White
4514,379x195,379,195,68,76,144,White
4515,379x57,379,57,58,57,115,White
4516,379x138,379,138,66,61,127,White
4517,379x208,379,208,38,39,77,White
4518,379x161,379,161,72,76,148,White
4519,379x386,379,386,97,77,174,White
4520,379x176,379,176,62,65,127,White
4521,379x40,379,40,63,51,114,White
4522,379x365,379,365,54,67,121,White
4523,379x555,379,555,71,61,132,White
4524,379x712,379,712,56,70,126,White
4525,379x805,379,805,76,76,152,White
4526,379x41,379,41,36,47,83,White
4527,379x517,379,517,74,64,138,White
4528,379x227,379,227,63,63,126,White
4529,379x705,379,705,73,63,136,White
4530,379x158,379,158,37,53,90,White
4531,379x908,379,908,87,66,153,White
4532,379x890,379,890,15,38,53,White
4533,379x129,379,129,66,74,140,White
4534,379x820,379,820,55,67,122,White
4535,379x595,379,595,57,54,111,White
4536,379x318,379,318,52,42,94,White
4537,379x313,379,313,72,65,137,White
4538,379x358,379,358,39,36,75,White
4539,379x882,379,882,84,90,174,White
4540,379x375,379,375,58,58,116,White
4541,379x367,379,367,28,32,60,White
4542,379x639,379,639,63,69,132,White
4543,379x399,379,399,60,50,110,White
4544,379x379,379,379,31,39,70,White
4545,379x380,379,380,54,65,119,White
4546,379x398,379,398,71,67,138,White
4547,379x21,379,21,45,32,77,White
4548,379x235,379,235,68,74,142,White
4549,379x461,379,461,59,75,134,White
4550,379x790,379,790,48,41,89,White
4551,379x45,379,45,68,55,123,Red
4552,379x228,379,228,67,76,143,Red
4553,379x26,379,26,63,52,115,Red
4554,379x810,379,810,58,67,125,Red
4555,379x217,379,217,83,60,143,Red
4556,379x256,379,256,31,35,66,Red
4557,379x233,379,233,67,70,137,Red
4558,379x28,379,28,50,61,111,Red
4559,379x280,379,280,59,60,119,Red
4560,379x513,379,513,66,67,133,Red
4561,379x91,379,91,89,104,193,Red
4562,379x239,379,239,85,76,161,Red
4563,379x370,379,370,72,67,139,Red
4564,379x195,379,195,73,73,146,Red
4565,379x57,379,57,49,65,114,Red
4566,379x138,379,138,80,80,160,Red
4567,379x208,379,208,69,68,137,Red
4568,379x161,379,161,54,66,120,Red
4569,379x386,379,386,84,61,145,Red
4570,379x176,379,176,58,58,116,Red
4571,379x40,379,40,53,45,98,Red
4572,379x365,379,365,72,82,154,Red
4573,379x555,379,555,77,83,160,Red
4574,379x712,379,712,73,68,141,Red
4575,379x805,379,805,48,64,112,Red
4576,379x41,379,41,41,47,88,Red
4577,379x517,379,517,93,84,177,Red
4578,379x227,379,227,43,41,84,Red
4579,379x705,379,705,71,73,144,Red
4580,379x158,379,158,60,76,136,Red
4581,379x908,379,908,91,73,164,Red
4582,379x890,379,890,70,71,141,Red
4583,379x129,379,129,31,40,71,Red
4584,379x820,379,820,53,57,110,Red
4585,379x595,379,595,45,71,116,Red
4586,379x318,379,318,80,71,151,Red
4587,379x313,379,313,70,53,123,Red
4588,379x358,379,358,36,45,81,Red
4589,379x882,379,882,70,86,156,Red
4590,379x375,379,375,32,35,67,Red
4591,379x367,379,367,87,79,166,Red
4592,379x639,379,639,75,99,174,Red
4593,379x399,379,399,65,69,134,Red
4594,379x379,379,379,69,98,167,Red
4595,379x380,379,380,79,74,153,Red
4596,379x398,379,398,50,38,88,Red
4597,379x21,379,21,61,60,121,Red
4598,379x235,379,235,76,69,145,Red
4599,379x461,379,461,72,89,161,Red
4600,379x790,379,790,42,42,84,Red
4601,379x45,379,45,63,68,131,Blue
4602,379x228,379,228,66,68,134,Blue
4603,379x26,379,26,47,41,88,Blue
4604,379x810,379,810,63,87,150,Blue
4605,379x217,379,217,66,71,137,Blue
4606,379x256,379,256,42,53,95,Blue
4607,379x233,379,233,56,67,123,Blue
4608,379x28,379,28,73,74,147,Blue
4609,379x280,379,280,44,34,78,Blue
4610,379x513,379,513,63,69,132,Blue
4611,379x91,379,91,42,40,82,Blue
4612,379x239,379,239,73,45,118,Blue
4613,379x370,379,370,74,80,154,Blue
4614,379x195,379,195,70,78,148,Blue
4615,379x57,379,57,45,51,96,Blue
4616,379x138,379,138,83,68,151,Blue
4617,379x208,379,208,67,88,155,Blue
4618,379x161,379,161,60,59,119,Blue
4619,379x386,379,386,65,56,121,Blue
4620,379x176,379,176,85,76,161,Blue
4621,379x40,379,40,20,15,35,Blue
4622,379x365,379,365,77,78,155,Blue
4623,379x555,379,555,57,51,108,Blue
4624,379x712,379,712,57,73,130,Blue
4625,379x805,379,805,76,82,158,Blue
4626,379x41,379,41,56,51,107,Blue
4627,379x517,379,517,64,54,118,Blue
4628,379x227,379,227,56,42,98,Blue
4629,379x705,379,705,72,68,140,Blue
4630,379x158,379,158,31,23,54,Blue
4631,379x908,379,908,54,63,117,Blue
4632,379x890,379,890,58,66,124,Blue
4633,379x129,379,129,58,64,122,Blue
4634,379x820,379,820,51,65,116,Blue
4635,379x595,379,595,64,74,138,Blue
4636,379x318,379,318,76,53,129,Blue
4637,379x313,379,313,70,70,140,Blue
4638,379x358,379,358,57,79,136,Blue
4639,379x882,379,882,68,89,157,Blue
4640,379x375,379,375,12,17,29,Blue
4641,379x367,379,367,76,75,151,Blue
4642,379x639,379,639,74,91,165,Blue
4643,379x399,379,399,25,17,42,Blue
4644,379x379,379,379,36,49,85,Blue
4645,379x380,379,380,42,41,83,Blue
4646,379x398,379,398,89,91,180,Blue
4647,379x21,379,21,89,75,164,Blue
4648,379x235,379,235,52,58,110,Blue
4649,379x461,379,461,88,94,182,Blue
4650,379x790,379,790,49,41,90,Blue
4651,380x45,380,45,95,65,160,White
4652,380x228,380,228,86,85,171,White
4653,380x26,380,26,75,64,139,White
4654,380x810,380,810,67,46,113,White
4655,380x217,380,217,75,74,149,White
4656,380x256,380,256,66,74,140,White
4657,380x233,380,233,7,5,12,White
4658,380x28,380,28,56,74,130,White
4659,380x280,380,280,78,55,133,White
4660,380x513,380,513,76,71,147,White
4661,380x91,380,91,84,74,158,White
4662,380x239,380,239,72,83,155,White
4663,380x370,380,370,67,58,125,White
4664,380x195,380,195,64,63,127,White
4665,380x57,380,57,41,61,102,White
4666,380x138,380,138,34,27,61,White
4667,380x208,380,208,85,93,178,White
4668,380x161,380,161,60,60,120,White
4669,380x386,380,386,79,75,154,White
4670,380x176,380,176,76,78,154,White
4671,380x40,380,40,69,69,138,White
4672,380x365,380,365,90,68,158,White
4673,380x555,380,555,56,61,117,White
4674,380x712,380,712,90,79,169,White
4675,380x805,380,805,82,96,178,White
4676,380x41,380,41,81,66,147,White
4677,380x517,380,517,41,51,92,White
4678,380x227,380,227,56,54,110,White
4679,380x705,380,705,66,63,129,White
4680,380x158,380,158,56,49,105,White
4681,380x908,380,908,39,25,64,White
4682,380x890,380,890,43,30,73,White
4683,380x129,380,129,42,40,82,White
4684,380x820,380,820,37,28,65,White
4685,380x595,380,595,56,60,116,White
4686,380x318,380,318,59,81,140,White
4687,380x313,380,313,45,41,86,White
4688,380x358,380,358,72,50,122,White
4689,380x882,380,882,56,53,109,White
4690,380x375,380,375,62,64,126,White
4691,380x367,380,367,49,42,91,White
4692,380x639,380,639,72,84,156,White
4693,380x399,380,399,55,50,105,White
4694,380x379,380,379,48,48,96,White
4695,380x380,380,380,62,79,141,White
4696,380x398,380,398,55,52,107,White
4697,380x21,380,21,98,76,174,White
4698,380x235,380,235,64,65,129,White
4699,380x461,380,461,90,75,165,White
4700,380x790,380,790,101,93,194,White
4701,380x45,380,45,38,36,74,Red
4702,380x228,380,228,60,48,108,Red
4703,380x26,380,26,55,56,111,Red
4704,380x810,380,810,37,34,71,Red
4705,380x217,380,217,34,42,76,Red
4706,380x256,380,256,37,47,84,Red
4707,380x233,380,233,40,41,81,Red
4708,380x28,380,28,47,46,93,Red
4709,380x280,380,280,61,59,120,Red
4710,380x513,380,513,22,31,53,Red
4711,380x91,380,91,44,44,88,Red
4712,380x239,380,239,53,43,96,Red
4713,380x370,380,370,54,60,114,Red
4714,380x195,380,195,44,40,84,Red
4715,380x57,380,57,34,28,62,Red
4716,380x138,380,138,48,46,94,Red
4717,380x208,380,208,57,56,113,Red
4718,380x161,380,161,24,34,58,Red
4719,380x386,380,386,43,41,84,Red
4720,380x176,380,176,44,56,100,Red
4721,380x40,380,40,56,56,112,Red
4722,380x365,380,365,75,61,136,Red
4723,380x555,380,555,72,55,127,Red
4724,380x712,380,712,74,71,145,Red
4725,380x805,380,805,59,62,121,Red
4726,380x41,380,41,61,69,130,Red
4727,380x517,380,517,67,91,158,Red
4728,380x227,380,227,46,47,93,Red
4729,380x705,380,705,63,68,131,Red
4730,380x158,380,158,39,43,82,Red
4731,380x908,380,908,74,48,122,Red
4732,380x890,380,890,78,91,169,Red
4733,380x129,380,129,67,47,114,Red
4734,380x820,380,820,71,62,133,Red
4735,380x595,380,595,63,72,135,Red
4736,380x318,380,318,55,59,114,Red
4737,380x313,380,313,58,79,137,Red
4738,380x358,380,358,46,51,97,Red
4739,380x882,380,882,58,63,121,Red
4740,380x375,380,375,62,52,114,Red
4741,380x367,380,367,21,11,32,Red
4742,380x639,380,639,46,56,102,Red
4743,380x399,380,399,67,81,148,Red
4744,380x379,380,379,91,81,172,Red
4745,380x380,380,380,63,39,102,Red
4746,380x398,380,398,53,50,103,Red
4747,380x21,380,21,87,76,163,Red
4748,380x235,380,235,48,57,105,Red
4749,380x461,380,461,55,36,91,Red
4750,380x790,380,790,45,46,91,Red
4751,380x45,380,45,37,33,70,Blue
4752,380x228,380,228,45,52,97,Blue
4753,380x26,380,26,78,72,150,Blue
4754,380x810,380,810,79,51,130,Blue
4755,380x217,380,217,51,50,101,Blue
4756,380x256,380,256,52,55,107,Blue
4757,380x233,380,233,38,30,68,Blue
4758,380x28,380,28,56,56,112,Blue
4759,380x280,380,280,37,48,85,Blue
4760,380x513,380,513,43,34,77,Blue
4761,380x91,380,91,44,49,93,Blue
4762,380x239,380,239,54,58,112,Blue
4763,380x370,380,370,54,46,100,Blue
4764,380x195,380,195,58,64,122,Blue
4765,380x57,380,57,60,65,125,Blue
4766,380x138,380,138,66,66,132,Blue
4767,380x208,380,208,48,61,109,Blue
4768,380x161,380,161,49,37,86,Blue
4769,380x386,380,386,46,42,88,Blue
4770,380x176,380,176,65,60,125,Blue
4771,380x40,380,40,44,33,77,Blue
4772,380x365,380,365,47,43,90,Blue
4773,380x555,380,555,47,47,94,Blue
4774,380x712,380,712,78,63,141,Blue
4775,380x805,380,805,59,64,123,Blue
4776,380x41,380,41,65,76,141,Blue
4777,380x517,380,517,39,40,79,Blue
4778,380x227,380,227,57,41,98,Blue
4779,380x705,380,705,53,43,96,Blue
4780,380x158,380,158,36,45,81,Blue
4781,380x908,380,908,56,44,100,Blue
4782,380x890,380,890,53,55,108,Blue
4783,380x129,380,129,28,35,63,Blue
4784,380x820,380,820,40,41,81,Blue
4785,380x595,380,595,39,36,75,Blue
4786,380x318,380,318,82,62,144,Blue
4787,380x313,380,313,62,47,109,Blue
4788,380x358,380,358,59,71,130,Blue
4789,380x882,380,882,76,52,128,Blue
4790,380x375,380,375,30,40,70,Blue
